concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
19031565,19031565,Mapped from,1970-01-01,2099-12-31,NULL
19031565,19031565,Maps to,1970-01-01,2099-12-31,NULL
37117272,4248867,Is a,2017-07-31,2099-12-31,NULL
41249539,44178621,Has marketed form,2017-10-06,2099-12-31,NULL
41272335,41094404,Has tradename,2017-07-18,2099-12-31,NULL
41272335,41412787,Has marketed form,2017-07-18,2099-12-31,NULL
41272335,41412802,Has quantified form,2017-07-18,2099-12-31,NULL
41300268,40861777,Tradename of,2017-07-18,2099-12-31,NULL
43277345,40223768,Tradename of,2016-09-30,2099-12-31,NULL
43277345,43293535,Available as box,2016-09-30,2099-12-31,NULL
43283393,43283404,Constitutes,2016-09-30,2099-12-31,NULL
43294214,21129978,Marketed form of,2016-09-30,2099-12-31,NULL
40938669,43563851,Has brand name,2017-07-18,2099-12-31,NULL
44103416,44014318,Has brand name,2017-06-25,2099-12-31,NULL
21028616,21115724,Marketed form of,2015-08-17,2099-12-31,NULL
21032331,21602863,Drug has drug class,2015-08-17,2099-12-31,NULL
41235138,41076677,Tradename of,2017-07-18,2099-12-31,NULL
41235138,41283046,Constitutes,2017-07-18,2099-12-31,NULL
41265447,41280495,Constitutes,2017-07-18,2099-12-31,NULL
41270370,41239517,Box of,2017-07-18,2099-12-31,NULL
43219803,43176017,Has tradename,2016-09-10,2099-12-31,NULL
21070360,21099724,Consists of,2015-08-17,2099-12-31,NULL
21070360,21148775,RxNorm is a,2015-08-17,2099-12-31,NULL
35751067,21019872,Has supplier,2017-08-02,2099-12-31,NULL
35751067,35770726,Marketed form of,2017-08-02,2099-12-31,NULL
41030803,40875081,Box of,2017-07-18,2099-12-31,NULL
42935684,711615,Tradename of,2018-08-21,2099-12-31,NULL
42935684,42935671,Constitutes,2018-08-21,2099-12-31,NULL
42970112,19133729,Tradename of,2018-08-21,2099-12-31,NULL
42973552,42973599,RxNorm is a,2018-08-21,2099-12-31,NULL
46203265,36708234,Is a,2017-01-31,2099-12-31,NULL
46259753,46265665,AMP of,2015-07-31,2099-12-31,NULL
4201700,442638,Subsumes,2011-07-31,2099-12-31,NULL
4201700,3297653,Mapped from,1970-01-01,2099-12-31,NULL
4201700,4181064,Is a,2011-07-31,2099-12-31,NULL
4201700,4217633,Is a,2011-07-31,2099-12-31,NULL
4201700,4313133,Subsumes,2011-07-31,2099-12-31,NULL
40044592,968337,RxNorm inverse is a,2014-12-01,2099-12-31,NULL
40044592,968364,RxNorm inverse is a,2014-12-01,2099-12-31,NULL
40044592,968367,RxNorm inverse is a,2014-12-01,2099-12-31,NULL
40044592,968369,RxNorm inverse is a,2014-12-01,2099-12-31,NULL
40044592,968370,RxNorm inverse is a,2014-12-01,2099-12-31,NULL
40044592,3212655,Mapped from,1970-01-01,2099-12-31,NULL
40044592,19059324,RxNorm inverse is a,2014-12-01,2099-12-31,NULL
40044592,19076321,RxNorm inverse is a,2014-12-01,2099-12-31,NULL
40044592,19076322,RxNorm inverse is a,2014-12-01,2099-12-31,NULL
40044592,19124108,RxNorm inverse is a,2014-12-01,2099-12-31,NULL
40044592,42939057,Has tradename,2018-08-21,2099-12-31,NULL
40044592,42939064,Has tradename,2018-08-21,2099-12-31,NULL
40044592,43617266,Has tradename,2016-07-01,2099-12-31,NULL
40044592,43851370,Concept replaces,2017-08-24,2099-12-31,NULL
40044592,43851370,Mapped from,2017-08-25,2099-12-31,NULL
40044592,44044378,Has tradename,2017-06-25,2099-12-31,NULL
40077852,19045611,RxNorm inverse is a,2014-12-01,2099-12-31,NULL
40077852,36240629,RxNorm is a,2016-08-01,2099-12-31,NULL
40078845,36885855,RxNorm inverse is a,2017-06-24,2099-12-31,NULL
42948059,42948000,RxNorm inverse is a,2018-08-21,2099-12-31,NULL
44126916,1316269,Marketed form of,2017-06-25,2099-12-31,NULL
44126916,44072672,Marketed form of,2017-06-25,2099-12-31,NULL
44192928,44172400,Quantified form of,2017-10-06,2099-12-31,NULL
1526479,43695472,Has tradename,2016-07-01,2099-12-31,NULL
1526479,43767248,Has marketed form,2017-06-24,2099-12-31,NULL
1526479,44416346,Mapped from,2017-06-01,2099-12-31,NULL
37012937,46091834,Is a,2016-01-31,2099-12-31,NULL
40718900,19082228,RxNorm has dose form,2018-06-04,2099-12-31,NULL
41078077,41201639,Tradename of,2017-07-18,2099-12-31,NULL
41434660,19112649,RxNorm has dose form,2017-07-18,2099-12-31,NULL
41434660,41434402,Has marketed form,2017-07-18,2099-12-31,NULL
4214060,3552454,Concept same_as from,2005-01-31,2099-12-31,NULL
4214060,3552497,Concept same_as from,2005-01-31,2099-12-31,NULL
4214060,3552454,Mapped from,2020-07-31,2099-12-31,NULL
4214060,3552497,Mapped from,2020-07-31,2099-12-31,NULL
42895555,4300156,Is a,1970-01-01,2099-12-31,NULL
993993,19082225,RxNorm has dose form,2005-04-04,2099-12-31,NULL
993993,40063582,RxNorm is a,2014-12-01,2099-12-31,NULL
4347183,3234696,Mapped from,1970-01-01,2099-12-31,NULL
4347183,4114504,Has clinical course,2019-07-31,2099-12-31,NULL
4347183,4116830,Has occurrence,2011-07-31,2099-12-31,NULL
4347183,4133963,Has finding site,2011-07-31,2099-12-31,NULL
4347183,4186313,Has asso morph,2011-07-31,2099-12-31,NULL
4347183,4204670,Has pathology,2019-01-31,2099-12-31,NULL
4347183,4344605,Subsumes,2011-07-31,2099-12-31,NULL
41162748,44203966,Has marketed form,2017-10-06,2099-12-31,NULL
42973037,1545992,Tradename of,2018-08-21,2099-12-31,NULL
43019270,42895057,Subsumes,2017-05-14,2099-12-31,NULL
41441439,40800238,Has brand name,2017-07-18,2099-12-31,NULL
42730505,19018664,Has brand name,2017-08-24,2099-12-31,NULL
43724627,43566818,Has brand name,2016-07-01,2099-12-31,NULL
43824910,43571509,Has brand name,2016-07-01,2099-12-31,NULL
4139913,3361869,Mapped from,1970-01-01,2099-12-31,NULL
21160895,766842,Marketed form of,2015-08-17,2099-12-31,NULL
21160895,21160895,Mapped from,2016-08-07,2099-12-31,NULL
21160895,21160895,Maps to,2016-08-07,2099-12-31,NULL
21160895,21604544,Drug has drug class,2015-08-17,2099-12-31,NULL
21162674,19063005,Marketed form of,2017-06-24,2099-12-31,NULL
21162674,21162674,Mapped from,2016-08-07,2099-12-31,NULL
21162674,21162674,Maps to,2016-08-07,2099-12-31,NULL
21162674,21601499,Drug has drug class,2015-08-17,2099-12-31,NULL
36405344,19102896,Concept replaced by,2018-08-02,2099-12-31,NULL
36405344,19102896,Maps to,2018-08-02,2099-12-31,NULL
36405344,36403786,Available as box,2017-08-02,2099-12-31,NULL
36405344,36404079,Has marketed form,2017-08-02,2099-12-31,NULL
36405344,36407342,RxNorm is a,2017-08-02,2099-12-31,NULL
36405344,36408656,Has marketed form,2017-08-02,2099-12-31,NULL
36405344,36408975,Tradename of,2017-08-02,2099-12-31,NULL
41473768,41471867,Marketed form of,2017-07-18,2099-12-31,NULL
41473768,41472150,Marketed form of,2017-07-18,2099-12-31,NULL
41473768,41473768,Mapped from,2017-07-18,2099-12-31,NULL
41473768,41473768,Maps to,2017-07-18,2099-12-31,NULL
41487840,41177821,Quantified form of,2017-07-18,2099-12-31,NULL
41487840,41487840,Mapped from,2017-07-18,2099-12-31,NULL
41487840,41487840,Maps to,2017-07-18,2099-12-31,NULL
41487840,41487842,Concept replaces,2017-08-24,2099-12-31,NULL
41487840,41487842,Mapped from,2017-08-25,2099-12-31,NULL
42919028,42919021,Tradename of,2018-08-21,2099-12-31,NULL
42919028,42919028,Mapped from,2018-08-21,2099-12-31,NULL
42919028,42919028,Maps to,2018-08-21,2099-12-31,NULL
43581110,43581110,Mapped from,2016-12-18,2099-12-31,NULL
43581110,43581110,Maps to,2016-12-18,2099-12-31,NULL
43581110,43689293,RxNorm is a,2016-07-01,2099-12-31,NULL
43581110,43761024,Consists of,2016-07-01,2099-12-31,NULL
43581110,43778824,Tradename of,2017-06-24,2099-12-31,NULL
43593312,43593312,Mapped from,2016-12-18,2099-12-31,NULL
43593312,43593312,Maps to,2016-12-18,2099-12-31,NULL
43593312,43827283,Tradename of,2016-07-01,2099-12-31,NULL
44037855,44037855,Mapped from,2017-06-25,2099-12-31,NULL
44037855,44037855,Maps to,2017-06-25,2099-12-31,NULL
45770712,44811858,Is a,2015-01-31,2099-12-31,NULL
45770712,45770712,Mapped from,2015-01-31,2099-12-31,NULL
45770712,45770712,Maps to,2015-01-31,2099-12-31,NULL
1781124,4155794,Is a,1970-01-01,2099-12-31,NULL
1781124,42639359,Is a,2020-10-01,2099-12-31,NULL
376969,373747,Is a,2011-07-31,2099-12-31,NULL
376969,376969,Mapped from,1970-01-01,2099-12-31,NULL
376969,376969,Maps to,1970-01-01,2099-12-31,NULL
376969,40322324,Concept poss_eq from,2017-07-31,2099-12-31,NULL
376969,40322324,Mapped from,2017-07-31,2099-12-31,NULL
376969,44820752,Mapped from,1970-01-01,2099-12-31,NULL
36892507,36888794,RxNorm inverse is a,2017-06-24,2099-12-31,NULL
37113084,3486162,Mapped from,1970-01-01,2099-12-31,NULL
37113084,4141165,Is a,2017-07-31,2099-12-31,NULL
41285252,40923148,Consists of,2017-07-18,2099-12-31,NULL
41285252,41223238,Available as box,2017-07-18,2099-12-31,NULL
41285252,43714279,RxNorm is a,2017-08-24,2099-12-31,NULL
41320239,41184342,Marketed form of,2017-07-18,2099-12-31,NULL
42928554,42912272,Has brand name,2018-08-21,2099-12-31,NULL
41225386,40833534,RxNorm is a,2017-07-18,2099-12-31,NULL
41225386,40913011,Available as box,2017-07-18,2099-12-31,NULL
41265157,43606295,Concept replaces,2017-08-24,2099-12-31,NULL
41265157,43606295,Mapped from,2017-08-25,2099-12-31,NULL
44783272,4016008,Is a,2014-01-31,2099-12-31,NULL
993993,36239585,RxNorm is a,2016-08-01,2099-12-31,NULL
993993,45664633,Mapped from,1970-01-01,2099-12-31,NULL
993993,45664633,RxNorm - SPL,1970-01-01,2099-12-31,NULL
993993,19099606,Has brand name,2016-10-07,2099-12-31,NULL
4175418,4159874,Is a,2011-07-31,2099-12-31,NULL
4175418,4172583,Subsumes,2011-07-31,2099-12-31,NULL
4175418,4172584,Subsumes,2011-07-31,2099-12-31,NULL
4175418,4175401,Subsumes,2011-07-31,2099-12-31,NULL
4175418,4175406,Subsumes,2011-07-31,2099-12-31,NULL
4181127,2212715,SNOMED cat - CPT4,1980-01-01,2099-12-31,NULL
4181127,2212715,SNOMED - CPT4 eq,2014-04-01,2099-12-31,NULL
4181127,4265496,Subsumes,2011-07-31,2099-12-31,NULL
21062455,21111565,Marketed form of,2017-06-24,2099-12-31,NULL
21062455,21111566,Marketed form of,2015-08-17,2099-12-31,NULL
21062455,44024158,Has supplier,2017-07-30,2099-12-31,NULL
21098055,786431,Marketed form of,2018-08-02,2099-12-31,NULL
21098055,786445,Marketed form of,2018-08-02,2099-12-31,NULL
21098055,21085467,Marketed form of,2017-06-24,2099-12-31,NULL
21098055,21088221,Marketed form of,2017-06-24,2099-12-31,NULL
21098055,36895838,Marketed form of,2017-06-24,2099-12-31,NULL
21098055,42903119,Marketed form of,2017-06-24,2099-12-31,NULL
35787652,21079706,Marketed form of,2017-08-02,2099-12-31,NULL
35859409,41212243,Tradename of,2020-10-02,2099-12-31,NULL
37204500,4147389,Is a,2019-07-31,2099-12-31,NULL
41078979,41283759,Constitutes,2017-07-18,2099-12-31,NULL
42901137,1135766,RxNorm has ing,2012-12-03,2099-12-31,NULL
42901137,44123035,Constitutes,2017-06-25,2099-12-31,NULL
42925414,42925417,RxNorm is a,2018-08-21,2099-12-31,NULL
44043403,44098117,RxNorm inverse is a,2017-06-25,2099-12-31,NULL
44104344,43853330,Constitutes,2017-07-30,2099-12-31,NULL
46264221,46263877,Is a,2015-07-31,2099-12-31,NULL
19131374,19131372,Has brand name,2016-10-07,2099-12-31,NULL
41254702,43575318,Has brand name,2017-07-18,2099-12-31,NULL
43573449,41278891,Brand name of,2017-07-18,2099-12-31,NULL
43573449,41154686,Brand name of,2017-07-18,2099-12-31,NULL
42959865,42959911,RxNorm is a,2018-08-21,2099-12-31,NULL
44169190,44183531,Tradename of,2017-10-06,2099-12-31,NULL
44194256,40820342,Has supplier,2017-10-06,2099-12-31,NULL
44194256,44123402,Marketed form of,2018-08-02,2099-12-31,NULL
44194256,44176334,Marketed form of,2017-10-06,2099-12-31,NULL
44194256,44180080,Marketed form of,2017-10-06,2099-12-31,NULL
44194256,44193442,Marketed form of,2017-10-06,2099-12-31,NULL
46210073,46067167,Has AMP,2015-01-31,2099-12-31,NULL
376969,3243629,Mapped from,1970-01-01,2099-12-31,NULL
376969,4114029,Subsumes,2011-07-31,2099-12-31,NULL
41354410,40958461,Quantified form of,2017-07-18,2099-12-31,NULL
41354410,41353475,Has tradename,2017-07-18,2099-12-31,NULL
41354410,41354410,Mapped from,2017-07-18,2099-12-31,NULL
41354410,41354410,Maps to,2017-07-18,2099-12-31,NULL
43829049,43763817,Marketed form of,2017-06-24,2099-12-31,NULL
43829049,43829049,Mapped from,2016-12-18,2099-12-31,NULL
43829049,43829049,Maps to,2016-12-18,2099-12-31,NULL
46210073,36708230,Is a,2017-01-31,2099-12-31,NULL
46210073,46210073,Mapped from,2018-07-31,2099-12-31,NULL
46210073,46210073,Maps to,2018-07-31,2099-12-31,NULL
2018699,2032270,Brand name of,2020-07-31,2099-12-31,NULL
40799622,40864499,Brand name of,2017-07-18,2099-12-31,NULL
1718511,1718511,Mapped from,2017-01-03,2099-12-31,NULL
1718511,1718511,Maps to,2017-01-03,2099-12-31,NULL
1781124,1781124,Mapped from,2020-10-01,2099-12-31,NULL
1781124,1781124,Maps to,2020-10-01,2099-12-31,NULL
3031679,3031679,Mapped from,2005-09-30,2099-12-31,NULL
3031679,3031679,Maps to,2005-09-30,2099-12-31,NULL
3046324,3046324,Mapped from,1970-01-01,2099-12-31,NULL
3046324,3046324,Maps to,1970-01-01,2099-12-31,NULL
3046324,40789512,Has system,2019-12-13,2099-12-31,NULL
4232901,3265076,Mapped from,1970-01-01,2099-12-31,NULL
4232901,4231400,Has causative agent,2011-07-31,2099-12-31,NULL
4232901,4232901,Mapped from,1970-01-01,2099-12-31,NULL
4232901,4232901,Maps to,1970-01-01,2099-12-31,NULL
4268769,3321920,Mapped from,1970-01-01,2099-12-31,NULL
4268769,4268769,Mapped from,1970-01-01,2099-12-31,NULL
4268769,4268769,Maps to,1970-01-01,2099-12-31,NULL
21116010,21020244,Has supplier,2015-08-17,2099-12-31,NULL
21116010,21601672,Drug has drug class,2015-08-17,2099-12-31,NULL
21117448,21036257,Quantified form of,2015-08-17,2099-12-31,NULL
21117448,21068489,Has marketed form,2017-06-24,2099-12-31,NULL
21117448,21166650,Available as box,2015-08-17,2099-12-31,NULL
40759939,1033748,Has scale type,2019-12-13,2099-12-31,NULL
40768025,45875997,Is a,1970-01-01,2099-12-31,NULL
40768025,45884084,Has Answer,1970-01-01,2099-12-31,NULL
40803155,40803156,Concept replaces,2017-07-18,2099-12-31,NULL
41395345,41394812,Has marketed form,2017-07-18,2099-12-31,NULL
41395345,41395452,Has marketed form,2017-07-18,2099-12-31,NULL
41460598,41454714,Box of,2017-07-18,2099-12-31,NULL
43650532,43866585,Tradename of,2016-07-01,2099-12-31,NULL
43652406,43724119,Has marketed form,2016-07-01,2099-12-31,NULL
43652406,43853965,Quantified form of,2016-07-01,2099-12-31,NULL
43721662,43847768,Has marketed form,2016-07-01,2099-12-31,NULL
4221982,443922,Has dir morph,2011-07-31,2099-12-31,NULL
4221982,2001490,Mapped from,2018-06-25,2099-12-31,NULL
4221982,4106470,Has method,2011-07-31,2099-12-31,NULL
4221982,4217142,Has dir proc site,2011-07-31,2099-12-31,NULL
4221982,44782798,Asso proc of,2014-01-31,2099-12-31,NULL
21132649,21132648,Concept replaced by,2017-07-30,2099-12-31,NULL
21132649,21132648,Maps to,2017-08-25,2099-12-31,NULL
36266430,21144215,Marketed form of,2017-10-01,2099-12-31,NULL
40718900,19079589,Quantified form of,2018-06-04,2099-12-31,NULL
43602761,40126280,Tradename of,2016-07-01,2099-12-31,NULL
43602761,41032723,RxNorm inverse is a,2017-07-18,2099-12-31,NULL
43610994,36895915,Marketed form of,2017-06-24,2099-12-31,NULL
43610994,43601891,Marketed form of,2017-06-24,2099-12-31,NULL
43610994,43647209,Marketed form of,2016-07-01,2099-12-31,NULL
43610994,46234410,RxNorm has dose form,2016-07-01,2099-12-31,NULL
43611017,43747143,Marketed form of,2017-06-24,2099-12-31,NULL
45575569,19439,Is a,2016-03-25,2099-12-31,NULL
45585261,1575232,Is a,2016-03-25,2099-12-31,NULL
45585261,1575233,Is a,2016-03-25,2099-12-31,NULL
45585261,1575235,Is a,2016-03-25,2099-12-31,NULL
45603911,73574,Maps to,1970-01-01,2099-12-31,NULL
45603911,435644,Maps to,1970-01-01,2099-12-31,NULL
41405684,43566091,Has brand name,2017-07-18,2099-12-31,NULL
4237149,4085696,Is a,2011-07-31,2099-12-31,NULL
4237149,4284182,Subsumes,2011-07-31,2099-12-31,NULL
21173961,21020467,Has supplier,2015-08-17,2099-12-31,NULL
36709480,36705094,Has AMP,2017-01-31,2099-12-31,NULL
36709480,36708234,Is a,2017-01-31,2099-12-31,NULL
36787758,36787755,Has marketed form,2018-09-01,2099-12-31,NULL
36787758,36787759,Box of,2018-09-01,2099-12-31,NULL
36895086,35777569,Has marketed form,2017-08-02,2099-12-31,NULL
36895086,36895060,Available as box,2017-06-24,2099-12-31,NULL
36895086,43141398,Has tradename,2017-06-24,2099-12-31,NULL
36895086,43163611,Has marketed form,2017-06-24,2099-12-31,NULL
36895086,43174599,Has tradename,2017-06-24,2099-12-31,NULL
41008987,40935957,Marketed form of,2017-07-18,2099-12-31,NULL
42535203,4298982,Has finding site,2018-01-31,2099-12-31,NULL
42535203,4299408,Is a,2018-01-31,2099-12-31,NULL
42730505,42731020,Consists of,2017-07-30,2099-12-31,NULL
42730505,43596835,Has quantified form,2017-07-30,2099-12-31,NULL
42730505,43783411,RxNorm is a,2017-08-24,2099-12-31,NULL
42730714,42724563,Constitutes,2017-07-30,2099-12-31,NULL
43824503,43860755,Marketed form of,2017-06-24,2099-12-31,NULL
43824910,43842956,Box of,2016-07-01,2099-12-31,NULL
43857361,40954579,Concept replaced by,2017-08-24,2099-12-31,NULL
43857361,40954579,Maps to,2017-08-25,2099-12-31,NULL
35151810,35128112,Has brand name,2019-03-11,2099-12-31,NULL
41409092,40816183,Has brand name,2017-07-18,2099-12-31,NULL
41078979,43571701,Has brand name,2017-07-18,2099-12-31,NULL
995329,19058193,Marketed form of,2019-03-27,2099-12-31,NULL
995329,21020165,Has supplier,2019-03-27,2099-12-31,NULL
995329,35413232,Marketed form of,2019-03-27,2099-12-31,NULL
995329,41282127,Marketed form of,2019-03-27,2099-12-31,NULL
4129485,3310119,Mapped from,1970-01-01,2099-12-31,NULL
21066074,21066075,Has marketed form,2015-08-17,2099-12-31,NULL
21066074,40169691,Box of,2015-08-17,2099-12-31,NULL
21084783,21600401,Drug has drug class,2015-08-17,2099-12-31,NULL
21126774,21019336,Has supplier,2015-08-17,2099-12-31,NULL
21126774,21048380,Marketed form of,2015-08-17,2099-12-31,NULL
21126774,35792940,Concept replaces,2018-08-02,2099-12-31,NULL
21126774,35792940,Mapped from,2018-08-02,2099-12-31,NULL
21126774,42481427,Marketed form of,2017-06-24,2099-12-31,NULL
36405344,19046108,Has brand name,2017-08-02,2099-12-31,NULL
40844212,40844213,Box of,2017-07-18,2099-12-31,NULL
40849960,41056219,Tradename of,2017-07-18,2099-12-31,NULL
40849960,41359642,Has quantified form,2017-07-18,2099-12-31,NULL
40857471,1036228,RxNorm has ing,2017-07-18,2099-12-31,NULL
40857471,41202892,Has tradename,2017-07-18,2099-12-31,NULL
40857471,41270775,Constitutes,2017-07-18,2099-12-31,NULL
40884252,40966992,Marketed form of,2017-07-18,2099-12-31,NULL
40884252,43579503,Has supplier,2017-07-18,2099-12-31,NULL
41473768,19095918,RxNorm has dose form,2017-07-18,2099-12-31,NULL
41473768,41086883,Marketed form of,2017-07-18,2099-12-31,NULL
41473768,41097997,Marketed form of,2017-07-18,2099-12-31,NULL
41487840,41487835,Available as box,2017-07-18,2099-12-31,NULL
41513978,40909251,Quantified form of,2017-07-18,2099-12-31,NULL
41513978,41511593,Has marketed form,2017-07-18,2099-12-31,NULL
43795121,42715778,Quantified form of,2017-07-30,2099-12-31,NULL
43795121,43633399,Box of,2016-07-01,2099-12-31,NULL
43795121,43849320,Has marketed form,2016-07-01,2099-12-31,NULL
43829049,40808169,Has brand name,2017-08-24,2099-12-31,NULL
1510943,1510939,RxNorm has ing,2019-05-06,2099-12-31,NULL
1510943,1510948,RxNorm inverse is a,2019-05-06,2099-12-31,NULL
1536188,1534129,Subsumes,2018-01-01,2099-12-31,NULL
1572386,10401,Subsumes,2016-03-25,2099-12-31,NULL
1572386,10403,Subsumes,2016-03-25,2099-12-31,NULL
1572386,10405,Subsumes,2016-03-25,2099-12-31,NULL
1572386,10406,Subsumes,2016-03-25,2099-12-31,NULL
1572386,10411,Subsumes,2016-03-25,2099-12-31,NULL
1572386,10412,Subsumes,2016-03-25,2099-12-31,NULL
1572386,10414,Subsumes,2016-03-25,2099-12-31,NULL
40905344,43573782,Has brand name,2017-07-18,2099-12-31,NULL
36266377,43132282,Has supplier,2017-10-01,2099-12-31,NULL
36266377,43200949,Marketed form of,2017-10-01,2099-12-31,NULL
36281050,19082103,RxNorm has dose form,2017-10-01,2099-12-31,NULL
36281050,21015779,Has brand name,2017-10-01,2099-12-31,NULL
36281050,35785448,Concept replaced by,2018-08-02,2099-12-31,NULL
36281050,35785448,Maps to,2018-08-02,2099-12-31,NULL
36281050,36281039,Tradename of,2017-10-01,2099-12-31,NULL
36281050,36281112,Available as box,2017-10-01,2099-12-31,NULL
40758372,1015176,Has property,2019-12-13,2099-12-31,NULL
40758372,1029157,Has method,2019-12-13,2099-12-31,NULL
40758372,1029816,Has time aspect,2019-12-13,2099-12-31,NULL
40758372,1033749,Has scale type,2019-12-13,2099-12-31,NULL
40758372,40758364,Contained in panel,1970-01-01,2099-12-31,NULL
40758372,40791882,Has component,2019-12-13,2099-12-31,NULL
43292398,43290594,Quantified form of,2016-09-30,2099-12-31,NULL
43514860,19082103,RxNorm has dose form,2017-08-29,2099-12-31,NULL
43514860,43515912,RxNorm is a,2017-08-29,2099-12-31,NULL
43514860,43516461,Available as box,2017-08-29,2099-12-31,NULL
44165961,19126920,RxNorm has dose form,2017-10-06,2099-12-31,NULL
44172545,19082103,RxNorm has dose form,2017-10-06,2099-12-31,NULL
44202107,19082103,RxNorm has dose form,2017-10-06,2099-12-31,NULL
46203192,35607932,Has non-avail ind,2018-07-31,2099-12-31,NULL
46203192,35626975,VMP has prescr stat,2018-07-31,2099-12-31,NULL
46203192,35626985,Has legal category,2018-07-31,2099-12-31,NULL
46203192,35626993,Has disc indicator,2018-07-31,2099-12-31,NULL
46203192,37207390,Has CD category,2019-07-31,2099-12-31,NULL
46203192,37209199,Is a,2019-07-31,2099-12-31,NULL
46203192,37310858,Has AMP restr ind,2020-03-09,2099-12-31,NULL
46203192,46091834,Is a,2015-01-31,2099-12-31,NULL
42931474,42907177,Has brand name,2018-08-21,2099-12-31,NULL
44165961,43575652,Has brand name,2017-10-06,2099-12-31,NULL
35412251,43131535,Has brand name,2017-07-17,2099-12-31,NULL
43747477,43573873,Has brand name,2016-07-01,2099-12-31,NULL
4153187,3090860,Mapped from,1970-01-01,2099-12-31,NULL
36277774,36274915,Quantified form of,2017-10-01,2099-12-31,NULL
36277774,36277875,Available as box,2017-10-01,2099-12-31,NULL
36277774,36277893,Has tradename,2017-10-01,2099-12-31,NULL
36409370,1595812,Marketed form of,2017-08-02,2099-12-31,NULL
36409370,21020244,Has supplier,2017-08-02,2099-12-31,NULL
41496228,41496615,Box of,2017-07-18,2099-12-31,NULL
41496228,41500364,Has tradename,2017-07-18,2099-12-31,NULL
44072602,44100845,Has marketed form,2017-06-25,2099-12-31,NULL
44037288,44018629,Has brand name,2017-08-24,2099-12-31,NULL
43785717,43571437,Has brand name,2016-07-01,2099-12-31,NULL
43590249,43132195,Has brand name,2016-07-01,2099-12-31,NULL
43127881,43167436,Brand name of,2016-09-10,2099-12-31,NULL
43127881,43167429,Brand name of,2016-09-10,2099-12-31,NULL
35134577,35134577,Mapped from,2019-03-11,2099-12-31,NULL
35134577,35134577,Maps to,2019-03-11,2099-12-31,NULL
41080287,41080287,Mapped from,2017-07-18,2099-12-31,NULL
41080287,41080287,Maps to,2017-07-18,2099-12-31,NULL
43279629,19126590,RxNorm has dose form,2016-09-30,2099-12-31,NULL
43279629,43279629,Mapped from,2016-12-12,2099-12-31,NULL
43279629,43279629,Maps to,2016-12-12,2099-12-31,NULL
43279629,43281509,Has quantified form,2016-09-30,2099-12-31,NULL
3029325,1031570,Has system,2019-12-13,2099-12-31,NULL
3029325,3029325,Mapped from,2007-11-02,2099-12-31,NULL
3029325,3029325,Maps to,2007-11-02,2099-12-31,NULL
3029325,45875999,Is a,1970-01-01,2099-12-31,NULL
4255167,3459059,Mapped from,1970-01-01,2099-12-31,NULL
4255167,4255167,Mapped from,1970-01-01,2099-12-31,NULL
4255167,4255167,Maps to,1970-01-01,2099-12-31,NULL
21091658,21604272,Drug has drug class,2015-08-17,2099-12-31,NULL
21092444,19022830,Marketed form of,2015-08-17,2099-12-31,NULL
21092444,21603842,Drug has drug class,2015-08-17,2099-12-31,NULL
21115839,19110049,Consists of,2016-09-19,2099-12-31,NULL
21115839,21037284,Concept replaces,2018-08-02,2099-12-31,NULL
21115839,21037284,Has marketed form,2015-08-17,2099-12-31,NULL
21115839,21037284,Mapped from,2018-08-02,2099-12-31,NULL
21115839,21087878,Has quantified form,2015-08-17,2099-12-31,NULL
40766160,21496667,Has system,2019-12-13,2099-12-31,NULL
40766160,45877990,Has Answer,1970-01-01,2099-12-31,NULL
40766160,45880296,Has Answer,1970-01-01,2099-12-31,NULL
41422759,41421034,Available as box,2017-07-18,2099-12-31,NULL
41461131,41065880,Quantified form of,2017-07-18,2099-12-31,NULL
43679826,43580186,Has supplier,2016-07-01,2099-12-31,NULL
43679826,43852731,Marketed form of,2017-06-24,2099-12-31,NULL
43679826,43859871,Marketed form of,2016-07-01,2099-12-31,NULL
43700986,43679608,Available as box,2017-06-24,2099-12-31,NULL
43700986,43713157,Quantified form of,2016-07-01,2099-12-31,NULL
43700986,43733383,Has marketed form,2017-06-24,2099-12-31,NULL
43700986,43809060,Tradename of,2017-06-24,2099-12-31,NULL
41048350,40800283,Has brand name,2017-07-18,2099-12-31,NULL
19036207,19052039,Has brand name,2016-10-07,2099-12-31,NULL
21089117,21122387,Quantified form of,2015-08-17,2099-12-31,NULL
21089117,21600576,Drug has drug class,2015-08-17,2099-12-31,NULL
21125817,21125818,Has marketed form,2017-06-24,2099-12-31,NULL
36281050,36281116,Has marketed form,2017-10-01,2099-12-31,NULL
36410055,19113050,Has brand name,2017-08-02,2099-12-31,NULL
36410055,36406917,Marketed form of,2017-08-02,2099-12-31,NULL
41360252,40970379,Marketed form of,2017-07-18,2099-12-31,NULL
41360252,41357717,Marketed form of,2017-07-18,2099-12-31,NULL
43633316,43763277,Marketed form of,2017-06-24,2099-12-31,NULL
43633316,43867443,Marketed form of,2016-07-01,2099-12-31,NULL
43656862,19106975,Marketed form of,2017-06-24,2099-12-31,NULL
44208928,43574101,Has brand name,2017-10-06,2099-12-31,NULL
41496024,19005934,Has brand name,2017-07-18,2099-12-31,NULL
41360252,43571122,Has brand name,2017-07-18,2099-12-31,NULL
42950861,42916847,Has brand name,2018-08-21,2099-12-31,NULL
