concept_id,concept_synonym_name,language_concept_id
3017611,µö»sÄƒS+ôs¦P s+¦Të¦s«ÜtÜä:s¡ÿs£¿S+ÄsÉªµêûtë¦s+üµáçF»å:µù¦Tù¦té¦:XXX:sÉìS¦ësPï:s+«töƒtë¬të¦s+éµÇºsƒ¦sà+,4182948
46284540,"Congenital hypothyroidism not screened for or screening incomplete, moved out of area (finding)",4180186
46209877,Haddenham Veni class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide short size VII Sahara (Haddenham Healthcare Ltd) 2 device (physical object),4180186
4223693,Genus Phialemonium,4180186
4223693,Phialemonium species,4180186
4223693,Phialemonium (organism),4180186
4150598,Remarried (finding),4180186
45544274,"Inj l int carotid, intcr w LOC of unsp duration, sequela",4180186
46166390,Jobst Elvarex Soft Slipform for lymphoedema garment L-A002S Beige (BSN medical Ltd) 1 device (physical object),4180186
45578205,"Displaced avulsion fracture of left ischium, init for opn fx",4180186
37208873,Excepted from cervical screening quality indicators - no response to three invitations (finding),4180186
137144,Open wound of palate with complication (disorder),4180186
42688080,Gloria Med Comfort class 1 (18-21mmHg) thigh length open toe with waist attachment max lymphoedema garment short extra small left Beige (Gardamed Ltd) (physical object),4180186
45989179,Nova 2 two piece ostomy system urostomy bag 1218-55 55mm Clear (Dansac Ltd) (physical object),4180186
46044894,Xtrasorb Foam dressing (adhesive) 11.5cm x 11.5cm square (Integra NeuroSciences Ltd) (physical object),4180186
2793138,"Radiation Therapy @ Ear, Nose, Mouth and Throat @ Brachytherapy @ Mouth @ Low Dose Rate (LDR) @ Californium 252 (Cf-252) @ None",4180186
2793138,LDR Brachytherapy of Mouth using Californium 252,4180186
44808537,Assessment of ileostomy (regime/therapy),4180186
2740745,"Medical and Surgical @ Eye @ Removal @ Eye, Right @ Via Natural or Artificial Opening @ Infusion Device @ No Qualifier",4180186
2740745,"Removal of Infusion Device from Right Eye, Via Opening",4180186
36710437,C-Foam Silicone Border dressing 10cm x 10cm (Richardson Healthcare Ltd) 1 dressing (physical object),4180186
4099616,Cylicocyclus insigne (organism),4180186
36709964,Juzo Dynamic class 2 (23-32mmHg) thigh length open toe lymphoedema garment extra short size I Poppy seed (Juzo UK Ltd) 2 device (physical object),4180186
2789321,Imaging @ Central Nervous System @ Fluoroscopy @ Spinal Cord @ None @ None @ None,4180186
46158953,Haddenham Veni class 1 (18-21mmHg) tights closed toe lymphoedema garment extra wide short size IV Black (Haddenham Healthcare Ltd) 1 device (physical object),4180186
4194056,"Simple partial seizure, consciousness not impaired (disorder)",4180186
46074536,HiLINE EZ-Wrap unisex hernia support belt XXX large Res 11b 15cm depth White (OstoMart Ltd) (physical object),4180186
37399300,Urine lead level (observable entity),4180186
46214377,Haddenham Veni class 3 (34-46mmHg) thigh length closed toe with grip top lymphoedema garment regular size II Navy (Haddenham Healthcare Ltd) 2 device (physical object),4180186
3666643,BiCart 720G bicarbonate powder for haemodialysis cartridges 109183 (Baxter Healthcare Ltd) (physical object),4180186
2783931,"Medical and Surgical @ Anatomical Regions, Upper Extremities @ Detachment @ Hand, Right @ Open @ No Device @ Complete 4th Ray",4180186
46168220,DreamSkin Silk pyjamas 9-10 years boy (Intelligent Fabric Technologies Plc) 1 device (physical object),4180186
2750134,"Supplement Left Large Intestine with Nonaut Sub, Via Opening",4180186
2750134,"Medical and Surgical @ Gastrointestinal System @ Supplement @ Large Intestine, Left @ Via Natural or Artificial Opening @ Nonautologous Tissue Substitute @ No Qualifier",4180186
46003340,"Fulcionel female high waist lace support briefs with hole and velcro gusset, extra large F333 Black (Cuiwear Ltd) (physical object)",4180186
37021487,Finding; Findings; Last; Ordinal; Patient Reported Outcomes Information System; promise; QL; Qual; Qualitative; Screen; Survey; SURVEY.PROMIS,4180186
4082252,Asthma control step 3 (procedure),4180186
4118961,Pharyngeal reconstruction with distant flap (procedure),4180186
4202697,Entire spinal sensory afferent system (body structure),4180186
4076805,Green pit viper,4180186
4076805,Trimeresurus gramineus (organism),4180186
40481809,Measurement of occult blood in two separate stool specimens (procedure),4180186
46052882,Juzo Dynamic class 3 (34-46mmHg) below knee closed toe lymphoedema garment standard size VI Beige (Juzo UK Ltd) (physical object),4180186
46031030,Adapt lubricating deodorant sachets 78501 (Hollister Ltd) (physical object),4180186
46013417,Venosan 5000 class 1 (18-21mmHg) below knee open toe lymphoedema garment medium Marokko (Credenhill Ltd) (physical object),4180186
4143876,Dilatation of colonic anastomotic stricture (procedure),4180186
4337825,Chromatic aberration of vision (finding),4180186
2731005,"Bypass Right Popliteal Artery to Peron Art, Open Approach",4180186
2731005,"Medical and Surgical @ Lower Arteries @ Bypass @ Popliteal Artery, Right @ Open @ No Device @ Peroneal Artery",4180186
3000363,FêÆT¬¼µ¢¦s¥ª:F¦¿TçÅµ¦ôs¦ª:µù¦Tù¦té¦:FíÇµ+à/FíÇµ¦å:s«ÜTçÅsPï,4182948
3000363,DRUG/TOXICOLOGY; Drugs; Imitrex; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR,4180186
3000363,SUMAtriptan SerPl-mCnc,4180186
46007693,Cuiwear female ostomy support briefs twin size 24 CF57 Black (CUIWear Ltd) (physical object),4180186
4103181,Ionophore (substance),4180186
4174182,Bleomycin overdose of undetermined intent (disorder),4180186
40766160,3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; B; Bact; beta-glucuronidase gene; B-Glucuronidase; DNA NUCLEIC ACID PROBE; DNA probe; GUS gene; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; Misc; Miscellaneous; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; Other; PCR; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; Sly disease; Strand Displacement Amplification; TMA; To be specified in another part of the message; Transcription mediated amplification; uidA gene; Unspecified,4180186
40766160,uidA gene XXX Ql NAA+probe,4180186
40766160,t+åFÅî beta-Fæít¦ûFï+Tà+Tà¦ (uidA) sƒ¦s¢á:s¡ÿs£¿µâàså¦µêûTÿêsÇ+:µù¦Tù¦té¦:XXX:s¦Åµò¦sPï:µÄóTÆêµ¦ò.sƒ¦s¢áµë¬sóP.T¥¦sÉæ,4182948
46021371,Haddenham Veni class 3 (34-46mmHg) tights closed toe lymphoedema garment long size IV Black (Haddenham Healthcare Ltd) (physical object),4180186
4306796,Structure of maxillary buccal sulcus (body structure),4180186
4306796,Maxillary buccal sulcus,4180186
36714823,Immunoglobulin G antibody to Coxiella burnetii phase 1 (substance),4180186
36714823,Anti-Coxiella burnetii phase 1 IgG,4180186
36714823,Coxiella burnetii phase I IgG,4180186
36714823,Immunoglobulin G antibody to Coxiella burnetii phase 1,4180186
4248026,Massive infarct (morphologic abnormality),4180186
37204500,Treponema species not Treponema pallidum (organism),4180186
46011095,VenoTrain Soft class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment plus long small right Beige (Bauerfeind UK) (physical object),4180186
4165952,SP11 (body structure),4180186
4129485,Ovary problem (finding),4180186
2787081,"Fluoroscopy Thor-abd Aorta w L Osm Contrast, Laser Intraop",4180186
2787081,Imaging @ Upper Arteries @ Fluoroscopy @ Thoraco-Abdominal Aorta @ Low Osmolar @ Laser @ Intraoperative,4180186
35614487,Perthese Esthea EMP cohesive EMP 435 silicone gel-filled micro-textured anatomical moderate profile breast implant 435ml (Mentor Worldwide LLC) (physical object),4180186
3012271,Xylose 2h p 25 g Xyl PO Bld-mCnc,4180186
3012271,120 min; 120 minutes; 120min; 2 hours; 2h p 25 g Xyl PO; After; Blood; CHEMISTRY.CHALLENGE TESTING; D-xylose; Level; Mass concentration; p 25 g Xyl PO; Point in time; PST; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood; Xylose absorption test,4180186
3012271,µ£¿t¦û^s£¿sÅúµ£ì25gµ£¿t¦ûS¦ïsÉÄ2s¦Åµù¦:F¦¿TçÅµ¦ôs¦ª:µù¦Tù¦té¦:sà¿FíÇ:s«ÜTçÅsPï,4182948
4249419,Insoluble berlin blue stain,4180186
4249419,Insoluble berlin blue stain method (procedure),4180186
4244111,Wood blewit,4180186
4244111,Clitocybe nuda (organism),4180186
789618,L-DOPA 500 MG Oral Tablet,4180186
42538957,Ultrasonography of left ankle (procedure),4180186
42538957,Ultrasound of left ankle,4180186
42538957,Ultrasound scan of left ankle,4180186
46028878,Altiven class 1 (18-21mmHg) thigh length closed toe lymphoedema garment short size V Soft beige (Altimed Ltd) (physical object),4180186
43017045,"Medical and Surgical @ Hepatobiliary System and Pancreas @ Repair @ Hepatic Duct, Common @ Percutaneous @ No Device @ No Qualifier",4180186
3663335,Sigvaris MTM Style Semitransparent class 2 (23-32mmHg) below knee open toe with grip top lymphoedema garment female Marine (Sigvaris Britain Ltd) (physical object),4180186
4125704,Transethmoidal,4180186
4125704,Transethmoidal approach (qualifier value),4180186
36204392,4-tö¦sƒ¦S¦ÖsìíFÑ+Tà«:F¦¿TçÅµ¦ôs¦ª:µù¦Tù¦té¦:s¦+µ¦¦:s«ÜTçÅsPï:µ»ÆtÉås¡ªtí«F«ñF»òT¬î,4182948
36204392,4-MEC Ur Cfm-mCnc,4180186
36204392,4-MEC; Cathinone; Cfm; CNFR; CNFRM; Conf; Confirmation; Confirmatory; DRUG/TOXICOLOGY; Drugs; GCMS; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UR; Urn,4180186
19012065,vitamin C 200 MG/ML Oral Solution,4180186
19012065,vit-C 200 MG/ML Oral Solution,4180186
2762111,"Medical and Surgical @ Upper Bones @ Resection @ Ribs, 1 to 2 @ Open @ No Device @ No Qualifier",4180186
45990787,Scholl Ultima class II below knee stocking circular knit standard stock size closed toe Small Soft-Black (SSL International Plc) (physical object),4180186
4305804,Gigantorhynchus,4180186
4305804,Hormorhynchus,4180186
4305804,Genus Moniliformis (organism),4180186
3009295,"AlphaX integrin chain; Axb2; Blood; CD11c Cells; Cell; CELL MARKERS; Cellularity; CR4; Gated cells; leukocyte surface antigen p150,95; LeuM5; Leu-M5; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; Whole blood",4180186
3009295,CD11c Cells NFr Bld,4180186
3009295,t+åFâP.CD11C/100 S+¬t+åFâP:F«íµò¦sPïsêåµò¦:µù¦Tù¦té¦:sà¿FíÇ:s«ÜTçÅsPï,4182948
45992362,InVent Convex ileostomy bag with filter 341-35 35mm Opaque (Dansac Ltd) (physical object),4180186
46173019,OptiSmooth Mitro catheter male 16Ch OSM4016 40cm (Vesica Urology Ltd) 60 catheter (physical object),4180186
4248509,Sendai virus (organism),4180186
4248509,Murine parainfluenza virus 1,4180186
1146204,Dupixent 150 MG/ML Auto-Injector,4180186
4352016,Entire lens capsule (body structure),4180186
37006720,Juzo Dynamic class 1 (18-21mmHg) thigh length open toe lymphoedema garment extra short size II Black pepper (Juzo UK Ltd) (physical object),4180186
45558999,"2-part nondisp fx of surg nk of r humer, 7thG",4180186
42869156,FACIT; FACIT - ascites index; FACIT-AI; Pan; Panel; PANEL.SURVEY.GNHLTH; Panl; Pnl; Point in time; Random; Survey; SURVEY.GNHLTH,4180186
2743945,"Medical and Surgical @ Respiratory System @ Repair @ Upper Lobe Bronchus, Left @ Open @ No Device @ No Qualifier",4180186
37019192,Pantoea punctata,4180186
37019192,Tatumella punctata (organism),4180186
2777713,"Medical and Surgical @ Male Reproductive System @ Excision @ Seminal Vesicle, Left @ Open @ No Device @ Diagnostic",4180186
4254916,"Medication set-up education, guidance, and counselling",4180186
4254916,"Medication set-up teaching, guidance, and counseling",4180186
4254916,"Medication set-up teaching, guidance, and counselling",4180186
4254916,"Medication set-up education, guidance, and counseling (procedure)",4180186
948636,Polytracin (bacitracin 0.5 UNT/MG / polymyxin B 10 UNT/MG) Topical Ointment,4180186
4238108,Excision of lesion of joint of finger (procedure),4180186
45540359,"Disp fx of shaft of 4th MC bone, r hand, 7thD",4180186
46185872,WyCath H2O hydrophilic catheter male soft tip 14Ch W2SM14 40cm (WyMedical Ltd) 30 catheter (physical object),4180186
4347183,X-linked limb girdle muscular dystrophy with normal dystrophin (disorder),4180186
45605604,Retained (old) fb following penetrating wound of bi orbit,4180186
4236703,Laryngeal articular capsule (body structure),4180186
4195584,Levator ani muscle,4180186
4195584,Structure of levator ani muscle (body structure),4180186
4015298,Antenatal 34 week examination (procedure),4180186
4306630,Anesthesia for procedure on breast (procedure),4180186
4306630,Anaesthesia for procedure on breast,4180186
42688214,Gloria Med Comfort class 2 (23-32mmHg) thigh length open toe max lymphoedema garment long small Black (Gardamed Ltd) (physical object),4180186
4016268,Open traumatic dislocation perilunate (dorsal) (disorder),4180186
4336065,Mycobacterium boenickei (organism),4180186
40226460,"Instillagel (chlorhexidine gluconate 0.00279 MG / lidocaine hydrochloride 0.02 MG) per MG Gel for Rectal, Urethral and Vaginal Administration",4180186
40226460,Instillagel (chlorhexidine gluconate 0.00279 MG / lidocaine hydrochloride 0.02 MG) per MG Rectal Gel,4180186
4109037,Subluxatable hip (disorder),4180186
4243210,Normal popliteal pulse (finding),4180186
46205392,Jobst UltraSheer class 2 (23-32mmHg) thigh length open toe with sensitive band lymphoedema garment standard regular size IV Black (BSN medical Ltd) 2 device (physical object),4180186
21493140,Latex (rHev b) 5 IgE RAST Ql,4180186
21493140,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Hevea braziliensis; IgE RAST; Immune globulin E; Immunoglobulin E; k082; k218; k82; Latex (rHev b) 5; Ltx; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; SR,4180186
21493140,S¦¦Fâ¦ Tçìt+ä (rHev b) 5 µèùS+ô.IgE.RAST t¦+:s¡ÿs£¿µâàså¦µêûTÿêsÇ+:µù¦Tù¦té¦:FíÇµ+à:s¦Åµò¦sPï,4182948
37007798,Juzo Attractive class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment wide extra short size II Poppy seed (Juzo UK Ltd) (physical object),4180186
4071202,Neonatal hypertension (disorder),4180186
4280524,Strong acid (substance),4180186
4280524,Corrosive acid,4180186
4192910,Thyroid stimulating antibody level (procedure),4180186
4192910,Thyroid stimulating antib lev,4180186
3047365,Art; Arteriogram; Brain; c; Carot a; Carot a and Cerebral a; Carot a and Cerebral a-L; Cereb; Contr; Contra; Contrst; Cranial; Cranium; Document; Films; Finding; Findings; Fluor; Fluoro; Fluoroscopy; Imaging; Intracranial; L; LT; Point in time; Radiology; Random; RFA; Skull; View; VWS; W contr IA; WC,4180186
3047365,sñÜTçìFºås¢+^Tççtö¿sè¿Fäëµ¦¿s¦äs»¦µ»ösëé:sÅætÄ¦:µù¦Tù¦té¦:sñ¦Tâ¿+TóêTâ¿>Tóêsè¿Fäë & sñ¦Tâ¿>Fäæsè¿Fäë.s+ªS+º:µûçµíúsPï:µö+s¦äFìºsàëTÇÅFºåµ¦ò.FíÇt«íTÇás+¦µ£»,4182948
3047365,RFA Carot a+Cerebral a-L Vs W contr IA,4180186
46037150,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal medium Black (Sigvaris Britain Ltd) (physical object),4180186
37018936,"Peripheral vascular guidewire, powered (physical object)",4180186
4333886,Specimen from lymph node obtained by fine needle aspiration biopsy (specimen),4180186
42535203,Tophus of right foot co-occurrent and due to gout (disorder),4180186
42535203,Gouty tophus of right foot,4180186
3021118,Diaf; Dialysate; Dialysis fluid; DRUG/TOXICOLOGY; Drugs; Fl; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random,4180186
3021118,Fluoride Dial fld-mCnc,4180186
3021118,µ¦ƒsîûtë¬:F¦¿TçÅµ¦ôs¦ª:µù¦Tù¦té¦:TÇÅµPÉµ¦¦:s«ÜTçÅsPï,4182948
4221777,Structure of muscle of upper back (body structure),4180186
4221777,Muscle of upper back,4180186
35613641,Mentor 354-1257 Cohesive I silicone gel-filled Siltex textured round moderate profile breast implant 125ml (Mentor Worldwide LLC) (physical object),4180186
44810775,Measurement of pyruvate kinase isoenzyme type M2 (procedure),4180186
44810775,Pyruvate kinase isoenzyme type M2 level,4180186
40490396,Determination of susceptibility of Human immunodeficiency virus 1 to panel of antiretroviral drugs using genotypic technique,4180186
40490396,Determination of susceptibility of Human immunodeficiency virus 1 to panel of antiretroviral drugs using genotypic technique (procedure),4180186
40490396,Human immunodeficiency virus 1 genotyping,4180186
2763139,"Supplement L Finger Phalanx w Nonaut Sub, Perc Endo",4180186
2763139,"Medical and Surgical @ Upper Bones @ Supplement @ Finger Phalanx, Left @ Percutaneous Endoscopic @ Nonautologous Tissue Substitute @ No Qualifier",4180186
3051605,µ¦P:të¬F¦¿tÜäTçÅsÉ½TçÅ:µù¦Tù¦té¦:XXX:s«ÜTçÅsPï,4182948
3051605,DRUG/TOXICOLOGY; Drugs; HG; Misc; Miscellaneous; Other; Point in time; QNT; Quan; Quant; Quantitative; Random; Substance content; To be specified in another part of the message; Unspecified,4180186
3051605,Mercury XXX-sCnt,4180186
3018075,17KGS pre 500 ug Dex 24h Ur-mRate,4180186
3018075,1 day; 17KGS; 17-KGS; 24 hours; 24HR; Before; c350; CHEMISTRY.CHALLENGE TESTING; Decadron; Dexameth; Dexone; Hexadrol; Ketogen; Ketogenc; Ketognc; lo dose; Mass Rate; mcg; mRate; QNT; Quan; Quant; Quantitative; Ste; Steriods; Steroid; UA; UR; Urn,4180186
3018075,17-t+ƒsƒ¦töƒTà«t¦+s¢¦Tåç^s£¿500 ugs£¦síPt¦¦µ¥+ sÅúµ£ì 2.5sñ¬ s¦ÅsëéTçÅ µ»Å6s¦Åµù¦S¦ïsëì:F¦¿TçÅTÇƒtÄç:24s¦Åµù¦:s¦+µ¦¦:s«ÜTçÅsPï,4182948
3021189,sìíTéúT£ët¦á:µ+¦s«Üs¦ª:µù¦Tù¦té¦:sêåtª+µá¬+FíÇµ+à:s«ÜTçÅsPï:FíÇµ+àµ¥ÇFÅîµ+¦s¦ªµ¦ò,4182948
3021189,Kanamycin Titr SBT,4180186
3021189,ANTIBIOTIC SUSCEPTIBILITIES; Dilution factor; Dilution Factor (Titer); Islt; Isol; Kantrex; Point in time; QNT; Quan; Quant; Quantitative; Random; Sequence based typing; Serum; SERUM BACTERICIDAL TITER; Serum killing test; SR; Titer; Titered; Titre; Ttr,4180186
46128610,"Welland FreeStyle ClickFast ileostomy bag with Dual Carb filter, medium FMD 544 44mm Beige (Welland Medical Ltd) 30 device (physical object)",4180186
45583969,"Oth fx head/neck of left femur, subs for clos fx w nonunion",4180186
4181127,Haemolysin detection,4180186
4181127,Hemolysin detection (procedure),4180186
46279927,Sigvaris Essential Thermoregulating class 2 (23-32mmHg) thigh length closed toe with waist attachment lymphoedema garment short extra large right Nature (Sigvaris Britain Ltd) (physical object),4180186
2765951,"Medical and Surgical @ Lower Bones @ Supplement @ Femoral Shaft, Right @ Percutaneous @ Synthetic Substitute @ No Qualifier",4180186
2765951,"Supplement Right Femoral Shaft with Synth Sub, Perc Approach",4180186
46264221,Aquacel Foam dressing (non-adhesive) 10cm x 20cm (ConvaTec Ltd) 1 dressing (physical object),4180186
2788390,Imaging @ Lower Arteries @ Magnetic Resonance Imaging (MRI) @ Celiac Artery @ Other Contrast @ None @ None,4180186
2788390,MRI of Celiac Art using Oth Contrast,4180186
44788505,Discharge summary awaited (finding),4180186
46201054,ReadyWrap calf wrap small 30cm Black (Medasun Ltd) 1 device (physical object),4180186
4308787,Acholeplasma vituli (organism),4180186
2778732,"Occlusion of R Sperm Cord with Intralum Dev, Open Approach",4180186
2778732,"Medical and Surgical @ Male Reproductive System @ Occlusion @ Spermatic Cord, Right @ Open @ Intraluminal Device @ No Qualifier",4180186
42896463,"Dilate R Com Iliac Art, Bifurc, w 4+ Intralum Dev, Perc",4180186
42896463,"Dilation of Right Common Iliac Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach",4180186
42896463,"Medical and Surgical @ Lower Arteries @ Dilation @ Common Iliac Artery, Right @ Percutaneous @ Intraluminal Device, Four or More @ Bifurcation",4180186
2735838,Medical and Surgical @ Upper Veins @ Drainage @ Azygos Vein @ Open @ No Device @ No Qualifier,4180186
46008890,Clear Advantage with Aloe silicone sheath style 1 1363 36mm (Rochester Medical Ltd) (physical object),4180186
2776312,"Medical and Surgical @ Lower Joints @ Removal @ Ankle Joint, Right @ Open @ Drainage Device @ No Qualifier",4180186
2776312,"Removal of Drainage Device from R Ankle Jt, Open Approach",4180186
45585090,"Toxic effect of chromium and its compnd, self-harm, sequela",4180186
4001512,Fracture of cusp of tooth during masticatory loading (disorder),4180186
45609033,"Poisoning by unsp anesthetic, intentional self-harm, subs",4180186
44809820,Second combined paediatric hepatitis A and B vaccination (procedure),4180186
2776937,Medical and Surgical @ Urinary System @ Dilation @ Urethra @ Open @ Intraluminal Device @ No Qualifier,4180186
37200873,"Periprosth fracture around unsp internal prosth joint, init",4180186
43018239,Administration @ Physiological Systems and Anatomical Regions @ Introduction @ Pericardial Cavity @ Percutaneous Endoscopic @ Other Therapeutic Substance @ Other Substance,4180186
43018239,"Introduce Oth Therap Subst in Pericard Cav, Perc Endo",4180186
2787793,"Monitoring of POC, Nervous Pressure, Via Opening",4180186
2787793,"Measurement and Monitoring @ Physiological Systems @ Monitoring @ Products of Conception, Nervous @ Via Natural or Artificial Opening @ Pressure @ No Qualifier",4180186
40174839,Noromectin 10 MG/ML Injectable Solution,4180186
40174839,Noromectin for Cattle and Swine 1 % Injectable Solution,4180186
4266183,Soft tissue tumour of skeletal muscle differentiation,4180186
4266183,Rhabdomyomatous neoplasm - category (morphologic abnormality),4180186
4266183,Soft tissue tumor of skeletal muscle differentiation,4180186
45989091,Nova 2 two piece ostomy system ileostomy bag anatomical 1213-70 70mm Opaque (Dansac Ltd) (physical object),4180186
4151125,Noeschoengastia (organism),4180186
2778189,"Medical and Surgical @ Male Reproductive System @ Excision @ Vas Deferens, Left @ Open @ No Device @ No Qualifier",4180186
42801069,Alconefrin-12 0.16 % Nasal Solution,4180186
42801069,Alconefrin 1.6 MG/ML Nasal Solution,4180186
37398715,Serum vitamin B1 level (observable entity),4180186
4192161,Patent agent (occupation),4180186
2750203,Medical and Surgical @ Hepatobiliary System and Pancreas @ Drainage @ Cystic Duct @ Via Natural or Artificial Opening @ No Device @ No Qualifier,4180186
46057747,Jobskin MTM Premium class 2 (23-32mmHg) thigh length lymphoedema garment FP0201-2 Beige (Jobskin Ltd) (physical object),4180186
46004726,"Nu-Hope belt right XX large 6469B 118cm-130cm length, 225mm width, 75mm opening (Penlan Medical Ltd) (physical object)",4180186
4056039,Implant of mechanical kidney (procedure),4180186
4056039,Artificial kidney implant,4180186
919584,"Dygase (amylase 30,000 UNT / lipase 2400 UNT / protease 30,000 UNT) Oral Capsule",4180186
919584,"Dygase (amylases 30,000 UNT / endopeptidases 30,000 UNT / lipase 2400 UNT) Oral Capsule",4180186
4093095,Disease polarity (attribute),4180186
4151119,Needle aspiration of extraperitoneal abscess (procedure),4180186
4108315,Moves head,4180186
4108315,Does move head (finding),4180186
40765502,Global mental status child proto; Pan; Panel; PANEL.PHENX; Panl; Pnl; Point in time; Random,4180186
40765502,Global mental status child proto,4180186
40765502,PhenX - µÇ+S+ôs+âtÉåtè¦så¦ - sä+t½Ñµû¦µíê 130702:-:µù¦Tù¦té¦:^µéúFÇà:-:PhenX,4182948
2765482,"Destruction of Right Humeral Shaft, Perc Endo Approach",4180186
2765482,"Medical and Surgical @ Upper Bones @ Destruction @ Humeral Shaft, Right @ Percutaneous Endoscopic @ No Device @ No Qualifier",4180186
4181239,Normal active range of elbow extension (finding),4180186
46177915,Sigvaris Essential Thermoregulating class 3 (34-46mmHg) below knee closed toe lymphoedema garment long extra small Black (Sigvaris Britain Ltd) 2 device (physical object),4180186
4194542,Crested seriema (organism),4180186
4233431,Finding related to literacy level (finding),4180186
2793612,Planar Nucl Med Imag R Low Extrem Vein w Oth Radionuclide,4180186
2793612,"Nuclear Medicine @ Veins @ Planar Nuclear Medicine Imaging @ Lower Extremity Veins, Right @ Other Radionuclide @ None @ None",4180186
195591,Urethral overactivity (finding),4180186
46051300,Juzo Soft class 1 (18-21mmHg) thigh length closed toe with wide silicone top band lymphoedema garment short size IV Black (Juzo UK Ltd) (physical object),4180186
46065878,Haddenham Veni class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment regular size II Mocha (Haddenham Healthcare Ltd) (physical object),4180186
2751400,"Medical and Surgical @ Gastrointestinal System @ Restriction @ Large Intestine, Left @ Open @ No Device @ No Qualifier",4180186
40485048,Estimated fetal gestational age at delivery (observable entity),4180186
40485048,Estimated foetal gestational age at delivery,4180186
2743667,"Removal of Monitoring Device from Pleura, Perc Approach",4180186
2743667,Medical and Surgical @ Respiratory System @ Removal @ Pleura @ Percutaneous @ Monitoring Device @ No Qualifier,4180186
36691588,Venoflex Micro class 1 (18-21mmHg) thigh length closed toe with lace silicone band lymphoedema garment plus long size 2 Light (Thuasne UK Ltd) 2 device (physical object),4180186
37012937,Juzo Attractive class 2 (23-32mmHg) below knee open toe with silicone top band lymphoedema garment extra short size II Nutmeg (Juzo UK Ltd) 2 device (physical object),4180186
37115336,Entire bone of T3 (body structure),4180186
46190557,Fulcionel medium support hernia belt with customised hole cut small F720 15cm deep White (CUI (INT) Ltd) 1 device (physical object),4180186
4275739,Epomidiostomum vogelsangi (organism),4180186
42528709,"Blood; CYB560; CYBL; Del; Del+Dup; Del+Dup + Full Mut Anl; Deletions; Document; Dp; Finding; Findings; full gene sequencing; Full Mut Anl; Human integral membrane protein CII-3 mRNA, nuclear gene encoding mitochondrial protein, complete cds; Molecular genetics; Molecular pathology; MOLPATH; MOLPATH.MUTATIONS; Mut; Mutations; PCR; PGL3; Point in time; QPS1; Random; SDH3; sequencing of entire coding region; Succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa; Tissue; Tissue, unspecified; WB; Whole blood; Whole blood or Tissue",4180186
42528709,SDHC sƒ¦s¢á t+¦sñ¦+TçìsñìS+Äsà¿T¥ótÜät¬üsÅÿsêåµPÉ:sÅætÄ¦:µù¦Tù¦té¦:sà¿FíÇ/t+ät+ç:µûçµíúsPï:sêås¡ÉTüùS+ás¡ªt¦+s«PT¬îs«ñµû¦µ¦ò,4182948
42528709,SDHC gene Del+Dup + Full Mut Anl Bld/T,4180186
35616067,General Sales List/Pharmacy Medicine/Prescription Only Medicine (qualifier value),4180186
4212110,Primary teeth retained,4180186
4212110,Deciduous teeth retained,4180186
4212110,Delayed exfoliation of primary teeth,4180186
4212110,Prolonged retention of deciduous tooth,4180186
4212110,Delayed exfoliation of deciduous tooth,4180186
4212110,Retained deciduous tooth,4180186
4212110,Persistent deciduous tooth,4180186
4212110,Persistent primary tooth (disorder),4180186
4212110,Failure of resorption of root of tooth,4180186
4212110,Persistent primary tooth,4180186
4212110,Delayed shedding of deciduous tooth,4180186
45593804,"Displ suprcndl fx w intrcndl extn low end r femr, 7thJ",4180186
37386018,Juzo Hostess class 2 (23-32mmHg) below knee open toe lymphoedema garment extra short size II Cinnamon (Juzo UK Ltd) (physical object),4180186
42870181,Child feels inferior past 7D; Finding; Findings; Functional Assessment of Chronic Illness Therapy; Inf; Last; Ordinal; Othr; QL; Qual; Qualitative; Screen; Survey; SURVEY.GNHLTH,4180186
46199334,Jobst Opaque class 1 (18-21mmHg) below knee open toe lymphoedema garment short size III Bronze (BSN medical Ltd) 2 device (physical object),4180186
