ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
19017585,35786053,3,4
19017585,40828362,1,1
19017585,41327561,3,4
21124687,40703545,2,2
21124687,21049263,2,2
21124687,43719632,2,2
21124687,40709659,2,2
21124687,43823524,1,1
21124687,21108649,2,2
21124687,43719633,2,3
21124687,21124687,0,0
21114337,21114337,0,0
21112803,21112803,0,0
21107738,21107738,0,0
21107738,36780313,1,2
21107738,44192457,0,0
21107738,44192995,1,2
21107738,36780312,1,1
21107738,44192759,0,0
21107738,44193056,1,1
21107738,44192455,1,1
21107738,36780315,1,2
21107738,44193133,1,1
21107738,36780309,1,2
21107738,44192453,0,0
21107738,44192491,1,2
21107738,36279601,0,0
21107738,44193053,0,0
21107738,44193037,1,1
21107738,36506951,1,1
21107738,36279750,0,0
21107738,21166684,0,0
21107738,36503429,0,0
21107738,21039005,1,1
21107738,44193057,0,0
21107738,36780307,1,2
21107738,44193172,1,2
21107738,36279749,0,0
21107738,44193134,0,0
21107738,43269948,0,0
21107738,36279437,0,0
21107738,36780308,1,1
21107738,36780316,1,1
21107738,36780305,1,2
21107738,36279926,1,1
21107738,44192854,1,1
21107738,36279519,0,0
21107738,36279677,0,0
21107738,36279572,1,1
21107738,21039007,0,0
21107738,44192428,1,1
21107738,36279784,1,1
21107738,36780311,1,2
21107738,40715993,1,1
21107738,44192956,0,0
21107738,21048819,0,0
21107738,44193059,1,1
21107738,21156927,1,1
21107738,37593925,1,1
21107738,36279765,1,1
21107738,36504225,1,1
21107738,36279678,0,0
21107738,21078265,0,0
21107738,44193054,0,0
21107738,21058557,1,1
21107738,21058555,0,0
21107738,44192553,0,0
21107738,36279567,1,1
21107738,44192799,1,2
21107738,44192857,1,1
21107738,40715994,1,1
21107738,36279564,1,1
21107738,42658380,1,1
21107738,44192761,1,1
21107738,36507765,1,1
21107738,36780317,1,2
21107738,44192554,1,1
21107738,44192454,1,1
21107738,36780310,1,1
21107738,44193131,1,1
21107738,44192996,1,2
21107738,44192521,1,1
21107738,44192855,1,1
21107738,44193110,1,1
21107738,44192695,1,2
21107738,36780306,1,1
21107738,44193058,0,0
21107738,36780318,1,1
21107738,36279932,1,1
21107738,36780314,1,1
21107738,44192798,1,2
21107738,44192456,0,0
21107738,44192858,1,1
21107738,21166683,1,1
21107738,44192856,1,1
21107738,44192656,0,0
21107738,21146938,1,1
21107738,36037532,1,1
21107738,1832505,1,1
21084783,21084783,0,0
21082000,21082000,0,0
21079000,21079000,0,0
21078847,41407568,1,2
21078847,21147490,1,1
21078847,42876390,1,2
21078847,21078847,0,0
21078847,21167235,1,2
21078847,21049389,1,1
21071105,21090541,1,1
21071105,21028066,1,1
21071105,21071105,0,0
21062455,21062455,0,0
21062432,21062432,0,0
21048367,21068053,1,1
21048367,35413198,0,0
21048367,35413205,1,1
21048367,21136655,0,0
21048367,21097429,1,1
21048367,21048368,1,1
21048367,43039436,1,1
21048367,21058128,1,1
21048367,21126763,1,1
21048367,21048367,0,0
21029864,21029864,0,0
21027983,21125990,1,1
21027983,43207369,0,0
21027983,43038620,1,1
21027983,21175207,0,0
21027983,21057410,1,1
21027983,21096652,1,1
21027983,21096654,1,1
21027983,21057411,1,1
21027983,43185476,0,0
21027983,43196452,1,1
21027983,21047638,1,1
21027983,21096653,1,1
21027983,43152511,1,1
21027983,21106517,1,1
21027983,21027983,0,0
19132754,19132754,0,0
19120822,44089535,2,2
19120822,44050932,2,2
19120822,21162773,2,3
19120822,19120822,0,0
19120822,19076493,1,1
19120822,36270748,2,2
19120822,36258008,2,2
19120822,21113585,2,2
19120822,36271194,2,3
19120822,21093869,2,2
19120822,43271786,2,2
19120822,36274127,2,3
19120822,43293484,2,2
19120822,36955809,2,3
19120822,36960620,2,2
19120822,36929340,1,1
19120822,36941151,2,2
19116750,19012476,1,1
19116750,43293928,1,1
19116750,21062467,2,3
19116750,21131020,2,2
19116750,21160752,2,2
19116750,19116750,0,0
19116750,43266740,2,2
19116750,36931366,2,3
19116750,36956001,2,2
19116750,36928426,2,2
19116750,36928876,1,1
19116750,2915111,2,2
19113236,19113236,0,0
19113236,19113237,1,1
19108754,19108002,1,1
19108754,19108754,0,0
19108047,19108047,0,0
19105697,19105697,0,0
19099982,19007383,1,1
19099982,19007382,1,1
19099982,19116218,0,0
19099982,19099982,0,0
19086831,985356,1,1
19086831,19086831,0,0
4330095,4330095,0,0
4330095,4161921,1,1
4330095,4200329,1,1
4330095,4196302,1,1
4252370,4252370,0,0
4223693,4223693,0,0
4223693,4234371,1,1
4223693,4170414,1,1
4221777,37113177,2,2
4221777,4172688,2,3
4221777,4123771,1,1
4221777,4136969,1,1
4221777,4048566,1,1
4221777,35632157,2,2
4221777,4276035,2,2
4221777,37118309,2,2
4221777,4322998,1,1
4221777,4221777,0,0
4221777,4244579,1,1
4221777,37117907,2,2
4221777,37117323,2,2
4221777,4079141,1,1
4221777,35632159,3,3
4221777,35632161,3,3
4221777,4227573,2,2
4221777,4110082,2,2
4221777,4082307,2,3
4221777,35632158,3,3
4221777,4012626,1,1
4221777,4110521,2,2
4221777,35632160,3,3
4221777,35632156,2,2
4192504,4192504,0,0
4190140,4190140,0,0
4190140,4031527,1,1
4181127,2212715,0,1
4181127,4265496,1,1
4181127,4025130,1,1
4181127,4026117,1,1
4181127,4028318,1,1
4181127,4181127,0,0
4181127,2212963,0,1
4181127,2212962,0,1
4166204,4166204,0,0
4165333,4165333,0,0
4164855,4164855,0,0
4032602,4032602,0,0
4029302,4029302,0,0
2798209,2798209,0,0
2798209,2762848,1,1
2786770,2786770,0,0
2780520,2780520,0,0
2780394,2780394,0,0
2775851,2775851,0,0
2765951,2765951,0,0
2764792,2764792,0,0
2764066,2764066,0,0
2759732,2759732,0,0
2023960,2023960,0,0
36210639,36210639,0,0
36122115,36122116,1,1
36122115,36122115,0,0
36894108,43269084,1,1
36894108,43258192,1,1
36894108,43265041,1,1
36894108,43258191,1,1
36894108,43265037,2,2
36894108,43279960,1,1
36894108,43276078,1,1
36894108,2935738,1,1
36894108,2935736,1,1
36894108,2904075,2,2
36894108,2904081,2,2
36894108,2904080,1,1
36894108,2904079,2,2
36894108,2904078,1,1
36894108,2904077,2,2
36894108,2904076,1,1
36894108,2935737,1,1
36893087,43187062,2,2
36893087,35855187,1,1
36893087,43176155,2,2
36893087,43026891,1,1
36893087,35412436,2,2
36893087,43026890,0,0
36893087,43165139,2,3
36893087,35409639,0,0
36893087,35411648,1,1
36893087,43188352,1,1
36893087,44099917,1,1
36893087,35414850,2,3
36893087,44055180,0,0
36893087,43026892,1,1
36893087,43043041,2,2
36893087,36893087,0,0
36893087,35408258,1,1
36893087,35414906,1,1
36893087,44135006,1,1
36893087,35408257,2,2
36893087,43144233,0,0
36893087,44135130,1,1
36893087,44110562,1,1
36893087,35414896,1,1
36893087,43142978,1,1
36893087,43043039,1,1
36893087,43043040,1,1
36893087,43177392,2,2
36893087,43219941,1,1
36893087,35414895,2,2
36893087,35415035,2,2
36893087,43210172,1,1
36893087,43210171,2,2
36893087,44134872,2,2
36859753,36859753,0,0
36809175,36809175,0,0
36785639,36780182,1,1
36785639,36780919,1,1
36785639,36780920,0,0
36785639,36780183,0,0
36785639,36785639,0,0
36780089,36780086,0,0
36780089,36780087,1,1
36780089,36780079,1,1
36780089,36780082,0,0
36780089,36780089,0,0
36780089,36780080,0,0
36780089,36780084,0,0
36780089,36780085,1,1
36780089,36780083,1,1
36780089,36780088,0,0
36780089,36780081,1,1
36710278,36710278,0,0
36417665,36417665,0,0
36411748,36411630,1,1
36411748,36411725,0,0
36411748,36411637,0,0
36411748,40719288,1,1
36411748,36411766,1,1
36411748,36411697,1,1
36411748,36411726,1,1
36411748,36411739,1,2
36411748,36411849,0,0
36411748,36411821,1,1
36411748,36411796,1,2
36411748,36411669,1,1
36411748,36411629,1,1
36411748,36411832,1,2
36411748,36411768,1,1
36411748,36411795,1,1
36411748,36411765,1,2
36411748,40719287,1,2
36411748,36411709,1,1
36411748,36411748,0,0
36411748,36411668,1,1
36411748,36411783,0,0
36411748,36411767,1,2
36411748,36120936,1,2
36411748,36118769,1,1
36411748,36120935,1,1
36407161,36407161,0,0
36279961,36279961,0,0
36064163,36064163,0,0
36057155,36057155,0,0
35860834,35860834,0,0
35860834,35860425,1,1
35858425,35858425,0,0
35858425,35858386,1,1
35858425,35858338,1,1
35831807,35831807,0,0
35798586,35798586,0,0
35787111,35787111,0,0
35777545,35777545,0,0
35774500,35774500,0,0
35773284,35773284,0,0
35761732,35761732,0,0
35412939,35419419,0,0
35412939,35419421,1,1
35412939,35419413,1,1
35412939,35406987,0,0
35412939,35419410,0,0
35412939,35419411,0,0
35412939,35419423,0,0
35412939,35412939,0,0
35149987,35146064,1,1
35149987,35149987,0,0
35145450,35161201,1,1
35145450,35145450,0,0
35137481,35137481,0,0
35137481,35158750,1,1
21164072,21075750,1,2
21164072,21026601,0,0
21164072,21164073,1,2
21164072,21046226,1,1
21164072,21026600,1,1
21164072,21105122,1,1
21164072,21065819,1,1
21164072,21105123,1,1
21164072,21164072,0,0
21164072,36952916,1,2
21164072,36920943,1,1
21164072,36943279,1,1
21164072,36932184,1,1
21164072,36923268,0,0
21164072,36958150,1,2
21160895,21160895,0,0
21150585,21150585,0,0
21150585,21160545,1,1
21150585,21111366,2,3
21150585,21150591,2,2
21150585,36068259,2,2
21150585,21072165,2,2
21148283,21148283,0,0
21143672,21163415,1,1
21143672,35856784,1,1
21143672,21143672,0,0
21143672,21045539,2,2
21143672,35856785,1,1
21119385,21119385,0,0
21117448,21166650,1,1
21117448,21068489,1,2
21117448,21117448,0,0
21117448,21166649,1,1
21114739,44182953,1,1
21114739,40919110,1,1
21114739,40950315,1,1
21114739,21046017,1,1
21114739,40981435,1,1
21114739,40981434,1,1
21114739,41262399,1,1
21114739,41106651,1,1
21114739,41262398,1,1
21114739,42876072,1,1
21114739,41200616,1,1
21114739,41106650,1,1
21114739,40981433,1,1
21114739,21114739,0,0
21089956,21089956,0,0
21089956,41409122,1,2
21089956,41408199,1,2
21089956,41408570,1,2
21089956,41409661,1,2
21089956,21139073,1,1
21089956,41408925,1,2
21089956,41410062,1,2
21089956,21147465,1,1
21089956,41408736,1,2
21089956,21137642,0,0
21089956,41408200,1,2
21089956,44197044,1,2
21089956,37593721,1,1
21089956,21049368,1,1
21089956,37593722,1,1
21089956,21147466,1,2
21084328,40885055,1,2
21084328,40821291,1,2
21084328,41134884,1,2
21084328,41103458,1,2
21084328,40978339,1,2
21084328,44050077,1,1
21084328,41321788,1,2
21084328,43856723,1,1
21084328,41103456,1,2
21084328,41197516,1,2
21084328,40853814,1,2
21084328,40978331,1,2
21084328,41228570,1,2
21084328,41321778,1,2
21084328,41040750,1,2
21084328,40978330,1,2
21084328,41228572,1,2
21084328,41009672,1,2
21084328,40978338,1,2
21084328,41290467,1,2
21084328,40825343,1,2
21084328,41290469,1,2
21084328,41072005,1,2
21084328,41311495,1,1
21084328,41290475,1,2
21084328,41321787,1,2
21084328,41290479,1,2
21084328,41040749,1,2
21084328,41103454,1,2
21084328,21025415,1,1
21084328,40885061,1,2
21084328,41072006,1,2
21084328,41259395,1,2
21084328,41040741,1,2
21084328,41103455,1,2
21084328,41103447,1,2
21084328,40978332,1,2
21084328,41259391,1,2
21084328,41040748,1,2
21084328,41197519,1,2
21084328,41072004,1,2
21084328,40999545,1,1
21084328,21074646,1,2
21084328,21084328,0,0
21084328,40853813,1,2
21084328,41166157,1,2
21084328,41290473,1,2
21084328,41197514,1,2
21084328,40885052,1,2
21084328,40853811,1,2
21084328,41228569,1,2
21084328,40853801,1,2
21084328,41103459,1,2
21084328,42875533,1,2
21084328,41290478,1,2
21084328,41290480,1,2
21084328,40978337,1,2
21084328,41103448,1,2
21084328,43261734,1,1
21084328,41166154,1,2
21084328,41259400,1,2
21084328,41197513,1,2
21084328,41311494,1,1
21084328,40915946,1,2
21084328,41134882,1,2
21084328,41290474,1,2
21084328,1970213,1,2
21047246,35896556,1,1
21047246,21066836,2,2
21047246,21167708,2,2
21047246,21078692,2,2
21047246,21167707,2,2
21047246,21137514,1,1
21047246,21115906,2,2
21047246,21096258,1,1
21047246,21069532,1,1
21047246,35896555,2,2
21047246,21047246,0,0
21045611,21045611,0,0
21023273,21023273,0,0
21022162,21068024,0,0
21022162,43041623,1,2
21022162,43041622,1,1
21022162,43037235,1,1
21022162,21041821,1,1
21022162,43152632,1,2
21022162,21048335,1,1
21022162,43041621,0,0
21022162,21022162,0,0
19133517,40234312,0,0
19133517,19133517,0,0
19131374,19131374,0,0
19121473,44050056,2,2
19121473,45777013,2,2
19121473,44075801,2,2
19121473,45777011,2,2
19121473,19121474,1,1
19121473,45777009,2,2
19121473,19121473,0,0
19121473,45777007,2,2
19121473,45777017,2,2
19121473,45777015,2,2
19121473,40243104,2,2
19110257,19110257,0,0
19110257,19105207,1,1
19106926,19106926,0,0
19093720,41492971,2,2
19093720,40972960,1,1
19093720,41505328,2,2
19093720,40930698,1,1
19093720,41514837,1,1
19093720,41512878,1,1
19093720,41055438,2,2
19093720,19093720,0,0
19093720,41235604,0,0
19093720,41508226,1,1
19093720,41160878,1,1
19093720,40868464,1,1
19093720,41212199,2,2
19093720,41505897,1,1
19093720,41513761,2,2
19093720,41243127,2,2
19093720,19060440,1,1
19093720,44211682,2,2
19093720,41512544,2,2
19093720,44211683,1,1
19093720,41297527,0,0
19093720,41493057,1,1
19093720,41473185,2,2
19093720,44215545,2,2
19093720,41478448,1,1
19093720,41066598,2,2
19093720,41490980,2,2
19093720,41066560,2,2
19093720,44211404,1,1
19093720,41243157,1,1
19093720,41491015,2,3
19093720,41505084,2,2
19093720,41490467,1,1
19093720,41024185,2,2
19093720,40930701,1,1
19093720,41473053,1,1
19093720,41477766,2,2
19031565,19031565,0,0
4347183,4344605,1,1
4347183,4347184,1,1
4347183,4347183,0,0
4346743,4346743,0,0
4327101,4327101,0,0
4320783,2109479,2,3
4320783,3188691,2,2
4320783,4125314,1,1
4320783,4320783,0,0
4320783,4197871,2,2
4307794,4307794,0,0
4307794,2109000,0,1
4280511,4280511,0,0
4280511,4006306,1,1
4280511,608973,1,1
4280511,608974,1,1
4280511,608975,2,2
4253342,4253342,0,0
4238108,2104421,1,1
4238108,4238108,0,0
4237149,4054647,1,1
4237149,4196510,1,1
4237149,4284182,1,1
4237149,4237149,0,0
4237149,4274874,2,2
4237149,4225564,1,1
4237149,4294990,1,1
4237149,4283293,2,2
4237149,4284181,2,2
4237149,4283292,2,2
4236703,4042566,2,2
4236703,37119218,1,1
4236703,4236703,0,0
4236703,4279141,1,1
4236703,4055587,2,2
4236703,4144067,1,1
4236150,4236150,0,0
4236150,4248515,1,1
4221982,4221982,0,0
4216219,4216219,0,0
4167157,4167157,0,0
4156934,4156934,0,0
4106495,4106496,2,2
4106495,4108754,1,1
4106495,4106495,0,0
4106495,4114015,2,2
4106495,4127862,2,2
4106495,4086212,1,1
4106495,4108755,1,1
4030357,4030357,0,0
2804136,2804136,0,0
2804136,2752130,2,2
2804136,2844514,1,1
2804136,2752129,2,2
2802631,2831080,2,2
2802631,2856042,1,1
2802631,2869332,2,2
2802631,2838303,1,1
2802631,2848132,1,1
2802631,2815543,2,2
2802631,2752342,3,3
2802631,2752340,3,3
2802631,2848131,1,1
2802631,2802631,0,0
2802631,2752341,3,3
2802631,2752343,3,3
2802631,2831078,2,2
2802631,2831079,1,1
2802631,2888249,2,2
2802631,2752339,3,3
2728474,2728474,0,0
2062668,2062655,2,2
2062668,2062641,2,2
40027982,41160731,2,2
40027982,2033067,2,2
40027982,35754080,2,2
40027982,35140814,0,0
40027982,41350844,1,1
40027982,35875190,1,1
40027982,42922401,1,1
40027982,44038070,2,2
40027982,43855981,2,2
40027982,40910491,2,2
40027982,42944225,1,1
40027982,2033071,2,2
40027982,41035223,2,2
40027982,41338651,2,2
40027982,41344187,2,2
40027982,2073525,0,0
40027982,41339721,2,2
40027982,42944295,0,0
40027982,41160711,2,2
40027982,43626851,2,2
40027982,41342493,2,3
40027982,35150969,2,2
40027982,41222897,2,2
40027982,35875185,1,1
40027982,41118142,2,2
40027982,41342639,2,2
40027982,40941776,2,2
40027982,41368942,2,2
40027982,41316171,2,2
40027982,41346570,2,2
40027982,41066399,2,2
40027982,35875216,0,0
40027982,41066400,2,2
40027982,41346061,1,1
40027982,41066423,1,1
40027982,35875198,1,1
40027982,41129253,1,1
40027982,42944224,1,1
40027982,41340294,2,2
40027982,40972785,2,2
40027982,41341063,2,2
40027982,40832878,0,0
40027982,41339194,1,1
40027982,41338653,2,2
40027982,2033073,2,2
40027982,35142323,1,1
40027982,41340019,2,2
40027982,44122131,0,0
40027982,41341924,2,3
40027982,41365913,2,2
40027982,41346318,2,2
40027982,44089810,2,2
40027982,41366714,2,2
40027982,19075350,1,1
40027982,35771352,2,2
40027982,41345799,2,2
40027982,41341062,2,2
40027982,41351539,1,1
40027982,41369337,2,2
40027982,41350685,1,1
40027982,41364448,2,2
40027982,41342351,2,2
40027982,35129622,1,1
40027982,41345261,2,2
40027982,41212083,1,1
40027982,43711847,2,2
40027982,35875180,1,1
40027982,41351238,1,1
40027982,19075348,1,1
40027982,41370504,2,2
40027982,41340296,2,2
40027982,40988787,0,0
40027982,43716782,2,3
40027982,41350976,2,2
40027982,35875181,1,1
40027982,35778235,2,2
40027982,41345523,2,2
40027982,40848354,2,2
40027982,42921972,1,1
40027982,41351627,2,2
40027982,41373115,2,2
40027982,42944223,1,1
40027982,35875217,0,0
40027982,40941775,2,2
40027982,2029863,2,2
40027982,40848355,1,1
40027982,35875221,0,0
40027982,41344457,1,1
40027982,35829034,2,2
40027982,41364447,2,2
40027982,35875215,0,0
40027982,42921973,1,1
40027982,41212084,2,2
40027982,42944300,0,0
40027982,40972784,1,1
40027982,41345000,1,1
40027982,44061075,1,1
40027982,41160732,1,1
40027982,41339193,1,1
40027982,41149608,2,2
40027982,43855980,0,0
40027982,44038071,2,2
40027982,43819885,2,2
40027982,41129252,2,2
40027982,19030094,1,1
40027982,41341304,2,2
40027982,35875207,1,1
40027982,42944299,0,0
40027982,41370838,1,1
40027982,19075346,1,1
40027982,41340928,2,3
40027982,35778937,2,2
40027982,35875219,0,0
40027982,19075372,1,1
40027982,42922400,1,1
40027982,41097909,2,2
40027982,41338244,2,3
40027982,40899440,2,2
40027982,35150714,1,1
40027982,41343922,1,1
40027982,43788672,2,2
40027982,19024859,1,1
40027982,41253897,2,2
40027982,41340929,2,3
40027982,40961872,2,2
40027982,43806737,2,2
40027982,43716781,1,1
40027982,43855982,2,2
40027982,41367047,2,2
40027982,41342350,2,2
40027982,41372359,2,2
40027982,41340297,2,2
40027982,19024858,1,1
40027982,19075371,1,1
40027982,41341801,2,2
40027982,2033069,2,2
40027982,35144107,1,1
40027982,41350656,2,2
40027982,41368166,2,2
40027982,40910492,2,2
40027982,41305016,2,2
40027982,997313,1,1
40027982,2009763,2,2
40027982,41340798,1,1
40027982,35875179,1,1
40027982,41004135,2,2
40027982,41344456,2,2
40027982,41160712,1,1
40027982,41050959,0,0
40027982,40941777,2,2
40027982,41019721,0,0
40027982,40848334,1,1
40027982,41338652,2,2
40027982,41344748,2,2
40027982,41273912,2,2
40027982,42944105,1,1
40027982,41066402,2,2
40027982,40879493,2,2
40027982,41367772,2,2
40027982,43658110,1,1
40027982,35875188,1,1
40027982,40848335,2,2
40027982,35875177,1,1
40027982,42921970,1,1
40027982,41362986,1,1
40027982,35873742,1,1
40027982,41366269,2,2
40027982,41342064,1,1
40027982,41118140,2,2
40027982,997319,1,1
40027982,2033068,2,2
40027982,40868383,2,2
40027982,43663162,2,2
40027982,41365178,2,2
40027982,41118147,2,2
40027982,2029858,1,1
40027982,19075373,1,1
40027982,35873743,1,1
40027982,42921974,1,1
40027982,41350755,2,2
40027982,41097932,2,2
40027982,41316170,2,2
40027982,41361476,2,2
40027982,41191832,2,2
40027982,35875191,1,1
40027982,41343028,2,3
40027982,41024096,2,2
40027982,42944298,0,0
40027982,41342352,1,1
40027982,35778490,2,2
40027982,43861151,2,2
40027982,41253898,2,2
40027982,41371813,2,3
40027982,35134012,2,2
40027982,41343926,2,2
40027982,41346575,1,1
40027982,41004156,1,1
40027982,41035225,2,2
40027982,41351567,2,2
40027982,40930598,1,1
40027982,41066424,2,2
40027982,43639993,2,2
40027982,43590902,1,1
40027982,41338793,2,3
36249617,43797396,2,2
36249617,43597596,2,2
36249617,43759769,2,2
36249617,43653266,1,1
36249617,36896973,1,1
36249617,43669626,2,2
36249617,44128566,2,2
36249617,2024715,2,2
36249617,44033480,1,1
36249617,43849693,2,3
36249617,19124986,1,1
36249617,43277689,1,1
36249617,36897573,2,3
36249617,43740954,2,2
36249617,43740883,2,2
36249617,43723323,2,3
36249617,1593071,1,1
36249617,36249671,1,1
36249617,43598439,2,2
36249617,43851612,1,1
36249617,42939043,1,1
36249617,42939046,1,1
36249617,1593204,1,1
36249617,43761429,2,2
36249617,2054293,1,1
36249617,43597908,2,2
36249617,43651724,2,3
36249617,2936677,1,1
36249617,2907388,2,2
36249617,2936701,1,1
36249617,2936742,2,2
36249617,2907407,1,1
36249617,2936771,2,2
36249617,2907399,1,1
36249617,2907381,2,2
36249617,2907405,2,2
36249617,2936654,1,1
36249617,2907397,2,2
36249617,2936770,1,1
36249617,2907398,2,2
36249617,2907403,1,1
36249617,2907406,2,2
36249617,2936653,2,2
36249617,2907408,2,2
36249617,2907382,1,1
36249617,2907396,2,3
36249617,2936700,2,2
36249617,2936644,2,2
36249617,2907404,2,3
36249617,2936769,2,2
36249617,2907401,2,3
36249617,2907402,2,2
36249617,2907368,2,2
36249617,2907389,1,1
36249617,2936646,1,1
36074465,36074465,0,0
36063035,36063035,0,0
35831996,35831996,0,0
35831996,35828280,1,1
35831996,35831992,1,1
35789130,35789130,0,0
35780961,35780961,0,0
35778965,35778965,0,0
35764397,35764397,0,0
35415896,35415896,0,0
35415896,35415772,1,1
35411443,35420995,1,2
35411443,35407558,1,1
35411443,35420949,0,0
35411443,43045218,1,1
35411443,35421136,1,1
35411443,35421137,0,0
35411443,35421125,1,2
35411443,35420948,1,1
35411443,35411443,0,0
35407506,35407085,1,1
35407506,35407506,0,0
35155789,35155789,0,0
35152730,35129288,0,0
35152730,35152730,0,0
35148861,35148861,0,0
35143848,35131788,1,1
35143848,35143848,0,0
35142882,35142446,1,1
35142882,35142882,0,0
35142882,35158097,1,1
35132391,35132391,0,0
21493140,21493140,0,0
21138759,21138759,0,0
21127137,21087980,1,1
21127137,21176371,1,1
21127137,21097795,1,1
21127137,40714866,1,1
21127137,21107657,1,1
21127137,21029108,1,1
21127137,21127137,0,0
21116463,21116463,0,0
21113658,35782784,1,1
21113658,35783419,2,2
21113658,21029352,2,2
21113658,35794467,1,1
21113658,35782714,2,2
21113658,35794455,2,2
21113658,21127269,2,2
21113658,35784752,2,2
21113658,35783500,1,1
21113658,36413983,2,2
21113658,35794454,1,1
21113658,21172571,2,2
21113658,21097925,1,1
21113658,21088449,2,2
21113658,35762745,1,1
21113658,21117677,1,1
21113658,36413330,2,2
21113658,35796396,1,1
21113658,35751499,2,2
21113658,21108139,1,1
21113658,21103873,1,1
21113658,35784754,1,1
21113658,21113658,0,0
21111389,21111389,0,0
21095386,21154405,2,3
21095386,21124672,1,1
21095386,21056131,2,2
21095386,21065963,2,2
21095386,21065965,2,2
21095386,21164223,1,1
21095386,21144493,2,3
21095386,21046369,2,2
21095386,21095386,0,0
21085577,21036469,1,1
21085577,21154374,2,3
21085577,21105214,2,2
21085577,21075841,2,2
21085577,21085577,0,0
21069575,21069575,0,0
21064882,21064882,0,0
21060035,40853583,1,2
21060035,40915749,1,2
21060035,43035737,1,2
21060035,43218253,1,2
21060035,40884826,1,2
21060035,41103239,1,2
21060035,40947143,1,2
21060035,40947144,1,2
21060035,41071833,1,2
21060035,41165925,1,2
21060035,40967815,1,1
21060035,41321573,1,2
21060035,41134684,1,2
21060035,40978111,1,2
21060035,41134683,1,2
21060035,40843250,1,1
21060035,41290272,1,2
21060035,40947145,1,2
21060035,40999159,1,1
21060035,41311111,1,1
21060035,41071831,1,2
21060035,21060036,1,1
21060035,41134685,1,2
21060035,40853582,1,2
21060035,41103240,1,2
21060035,41197300,1,2
21060035,41228376,1,2
21060035,40915750,1,2
21060035,41259189,1,2
21060035,40905429,1,1
21060035,41259190,1,2
21060035,40884827,1,2
21060035,41155659,1,1
21060035,43784186,1,1
21060035,40884824,1,2
21060035,43035738,1,2
21060035,41321575,1,2
21060035,35407848,1,2
21060035,44171036,1,2
21060035,43163482,1,1
21060035,41228375,1,2
21060035,42876170,1,2
21060035,41124108,1,1
21060035,40853584,1,2
21060035,41259188,1,2
21060035,40978112,1,2
21060035,41103238,1,2
21060035,41103237,1,2
21060035,41165922,1,2
21060035,43141283,1,1
21060035,41071834,1,2
21060035,40884828,1,2
21060035,35411804,1,2
21060035,40947142,1,2
21060035,41061326,1,1
21060035,41321574,1,2
21060035,43163483,1,2
21060035,41165923,1,2
21060035,41290271,1,2
21060035,41134682,1,2
21060035,41290270,1,2
21060035,41290269,1,2
21060035,41165924,1,2
21060035,40853581,1,2
21060035,41071832,1,2
21060035,40884825,1,2
21060035,41259187,1,2
40027982,41346573,1,1
40027982,35875206,1,1
40027982,40027983,0,0
40027982,19075349,1,1
40027982,41341800,1,1
40027982,40848336,2,2
40027982,41066401,1,1
40027982,2073498,1,1
40027982,41365524,1,1
40027982,41191852,2,2
40027982,36890807,1,1
40027982,43608847,2,3
40027982,41340800,2,2
40027982,41346571,2,2
40027982,2073497,1,1
40027982,40027982,0,0
40027982,19062433,1,1
40027982,40899444,2,2
40027982,43752798,2,2
40027982,42921971,1,1
40027982,41351431,2,2
40027982,41343924,2,2
40027982,19075347,1,1
40027982,35156461,2,2
40027982,41361477,2,2
40027982,41129275,1,1
40027982,41035224,2,2
40027982,43590903,2,3
40027982,41371591,2,2
40027982,41097908,2,2
40027982,41364770,2,2
40027982,42944301,0,0
40027982,41341422,2,3
40027982,41350757,2,2
40027982,35875189,1,1
40027982,41284908,1,1
40027982,40941803,1,1
40027982,2029859,2,2
40027982,41097910,1,1
40027982,41350756,2,2
40027982,35875218,0,0
40027982,42922399,1,1
40027982,41339330,2,3
40027982,41339331,2,3
40027982,41316198,2,2
40027982,41351328,2,2
40027982,40832879,0,0
40027982,41243020,2,2
40027982,41367048,1,1
40027982,40864072,0,0
40027982,41342882,1,1
40027982,41180696,2,2
40027982,41341799,2,2
40027982,35156223,2,2
40027982,41344749,2,2
40027982,41343923,2,2
40027982,41339881,2,3
40027982,35875178,1,1
40027982,35778753,2,3
40027982,42944106,1,1
40027982,2033070,1,1
40027982,997300,1,1
40027982,40930597,2,2
40027982,35134688,2,2
40027982,41342881,2,2
40027982,2029861,2,2
40027982,41316199,2,2
40027982,41118143,2,2
40027982,41362601,2,2
40027982,41118146,2,2
40027982,2073524,0,0
40027982,35130464,0,0
40027982,41341923,2,3
40027982,2029860,2,2
40027982,41346572,2,2
40027982,41368943,1,1
40027982,2073495,1,1
40027982,43734946,2,2
40027982,41024089,2,2
40027982,2033072,1,1
40027982,41340295,2,2
40027982,2029862,2,2
40027982,41342638,2,2
40027982,41370839,2,2
40027982,2073523,0,0
40027982,41004136,1,1
40027982,587289,2,2
40027982,43819884,0,0
40027982,40848333,2,2
40027982,41366270,2,2
40027982,43658109,1,1
40027982,41343925,1,1
40027982,41340799,1,1
40027982,43752797,1,1
40027982,35875220,0,0
40027982,36950798,2,2
40027982,36930952,2,2
40027982,36964901,1,1
40027982,36946335,2,3
40027982,36929579,1,1
40027982,36962043,2,2
40022945,964855,1,1
40022945,40022945,0,0
37592095,37592095,0,0
37498071,37498071,0,0
